campaign_id,title,slug,source,github_path,category,status_directory,original_length_label,session_min,session_max,normalized_length,ip_status,duplicate_status,readiness_score,recommended_next_action,audit_confidence
ir-the-constants-curse,The Constants Curse,the-constants-curse,GitHub,campaign-ideas/Horror/the-constants-curse,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-consulting-detective,The Consulting Detective,the-consulting-detective,GitHub,campaign-ideas/Mystery/the-consulting-detective,Mystery,Active/genre,,20,30,Long,Original/clear,Unreviewed,52,Manual editorial review,Medium
ir-the-continental-accord,The Continental Accord,the-continental-accord,GitHub,campaign-ideas/Completed/Intrigue/the-continental-accord,Intrigue,Completed,,10,12,Medium,Original/clear,Exact-slug candidate (2 packages),73,Manual editorial review,Medium
ir-the-continental-accord,The Continental Accord,the-continental-accord,GitHub,campaign-ideas/Intrigue/the-continental-accord,Intrigue,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),32,Add/identify primary campaign document,Low
ir-the-coral-court-conspiracy,The Coral Court Conspiracy,the-coral-court-conspiracy,GitHub,campaign-ideas/Fantasy/the-coral-court-conspiracy,Fantasy,Active/genre,,10,12,Medium,Original/clear,Unreviewed,57,Manual editorial review,Medium
ir-the-coral-kingdoms-fall,The Coral Kingdoms Fall,the-coral-kingdoms-fall,GitHub,campaign-ideas/Completed/Fantasy/the-coral-kingdoms-fall,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-the-coral-kingdoms-fall,The Coral Kingdoms Fall,the-coral-kingdoms-fall,GitHub,campaign-ideas/Fantasy/the-coral-kingdoms-fall,Fantasy,Active/genre,,22,22,Long,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-the-cordyceps-crown,The Cordyceps Crown,the-cordyceps-crown,GitHub,campaign-ideas/Completed/Post-Apocalyptic/the-cordyceps-crown,Post-Apocalyptic,Completed,,20,25,Long,Needs transformation,Unreviewed,63,Manual editorial review,Medium
ir-the-corsican-ascension,The Corsican Ascension,the-corsican-ascension,GitHub,campaign-ideas/Historical/the-corsican-ascension,Historical,Active/genre,,,,Unknown,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-cosmic-repo,The Cosmic Repo,the-cosmic-repo,GitHub,campaign-ideas/Sci-Fi/the-cosmic-repo,Sci-Fi,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-count-of-vengeance,The Count Of Vengeance,the-count-of-vengeance,GitHub,campaign-ideas/Intrigue/the-count-of-vengeance,Intrigue,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-court-of-broken-promises,The Court Of Broken Promises,the-court-of-broken-promises,GitHub,campaign-ideas/Fantasy/the-court-of-broken-promises,Fantasy,Active/genre,,8,10,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-creature-awakens,The Creature Awakens,the-creature-awakens,GitHub,campaign-ideas/Horror/the-creature-awakens,Horror,Active/genre,,8,10,Short,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-crimson-games,The Crimson Games,the-crimson-games,GitHub,campaign-ideas/Completed/Post-Apocalyptic/the-crimson-games,Post-Apocalyptic,Completed,,25,30,Long,Original/clear,Unreviewed,77,Manual editorial review,Medium
ir-the-crimson-kitchen,The Crimson Kitchen,the-crimson-kitchen,GitHub,campaign-ideas/Completed/Fantasy/the-crimson-kitchen,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-crimson-kitchen,The Crimson Kitchen,the-crimson-kitchen,GitHub,campaign-ideas/Fantasy/the-crimson-kitchen,Fantasy,Active/genre,,25,25,Long,Original/clear,Exact-slug candidate (2 packages),68,Manual editorial review,Medium
ir-the-crimson-masquerade,The Crimson Masquerade,the-crimson-masquerade,GitHub,campaign-ideas/Horror/the-crimson-masquerade,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,47,Manual editorial review,Medium
ir-the-crimson-rebirth,The Crimson Rebirth,the-crimson-rebirth,GitHub,campaign-ideas/Completed/Fantasy/the-crimson-rebirth,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-crimson-rebirth,The Crimson Rebirth,the-crimson-rebirth,GitHub,campaign-ideas/Fantasy/the-crimson-rebirth,Fantasy,Active/genre,,7,8,Short,Original/clear,Exact-slug candidate (2 packages),68,Manual editorial review,Medium
ir-the-crimson-spire,The Crimson Spire,the-crimson-spire,GitHub,campaign-ideas/Completed/Adventure/the-crimson-spire,Adventure,Completed,,5,7,Short,Original/clear,Unreviewed,77,Manual editorial review,Medium
ir-the-crimson-thread-of-silverport,The Crimson Thread Of Silverport,the-crimson-thread-of-silverport,GitHub,campaign-ideas/Completed/Urban/the-crimson-thread-of-silverport,Urban,Completed,,,,Unknown,Original/clear,Unreviewed,70,Manual editorial review,Medium
ir-the-crimson-wilderness,The Crimson Wilderness,the-crimson-wilderness,GitHub,campaign-ideas/Horror/the-crimson-wilderness,Horror,Active/genre,,9,11,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-crossing-to-dreamtime,The Crossing To Dreamtime,the-crossing-to-dreamtime,GitHub,campaign-ideas/Completed/Fantasy/the-crossing-to-dreamtime,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-crossing-to-dreamtime,The Crossing To Dreamtime,the-crossing-to-dreamtime,GitHub,campaign-ideas/Fantasy/the-crossing-to-dreamtime,Fantasy,Active/genre,,18,24,Long,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-the-crown-of-aethermoor,The Crown Of Aethermoor,the-crown-of-aethermoor,GitHub,campaign-ideas/Ideas-To-Expand/the-crown-of-aethermoor,Ideas-To-Expand,Active/genre,,9,9,Short,Original/clear,Unreviewed,42,Add/identify primary campaign document,Low
ir-the-crystal-of-truth,The Crystal Of Truth,the-crystal-of-truth,GitHub,campaign-ideas/Completed/Fantasy/the-crystal-of-truth,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-crystal-of-truth,The Crystal Of Truth,the-crystal-of-truth,GitHub,campaign-ideas/Fantasy/the-crystal-of-truth,Fantasy,Active/genre,,10,14,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-the-cube-realm-chronicles,The Cube Realm Chronicles,the-cube-realm-chronicles,GitHub,campaign-ideas/Completed/Fantasy/the-cube-realm-chronicles,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-cube-realm-chronicles,The Cube Realm Chronicles,the-cube-realm-chronicles,GitHub,campaign-ideas/Fantasy/the-cube-realm-chronicles,Fantasy,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-the-cupboard-wars,The Cupboard Wars,the-cupboard-wars,GitHub,campaign-ideas/Historical/the-cupboard-wars,Historical,Active/genre,,25,25,Long,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-curse-of-lea-monde,The Curse Of Lea Monde,the-curse-of-lea-monde,GitHub,campaign-ideas/Horror/the-curse-of-lea-monde,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-curse-of-thorns-and-roses,The Curse Of Thorns And Roses,the-curse-of-thorns-and-roses,GitHub,campaign-ideas/Completed/Fantasy/the-curse-of-thorns-and-roses,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-curse-of-thorns-and-roses,The Curse Of Thorns And Roses,the-curse-of-thorns-and-roses,GitHub,campaign-ideas/Fantasy/the-curse-of-thorns-and-roses,Fantasy,Active/genre,,12,16,Medium,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-the-dali-dimension,The Dali Dimension,the-dali-dimension,GitHub,campaign-ideas/Completed/Fantasy/the-dali-dimension,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-dali-dimension,The Dali Dimension,the-dali-dimension,GitHub,campaign-ideas/Fantasy/the-dali-dimension,Fantasy,Active/genre,,3,3,Micro/one-shot,Original/clear,Exact-slug candidate (2 packages),62,Manual editorial review,Medium
ir-the-dark-lords-day-job,The Dark Lords Day Job,the-dark-lords-day-job,GitHub,campaign-ideas/Completed/Urban/the-dark-lords-day-job,Urban,Completed,,7,8,Short,Original/clear,Unreviewed,64,Add/identify primary campaign document,Low
ir-the-dead-walk-among-us,The Dead Walk Among Us,the-dead-walk-among-us,GitHub,campaign-ideas/Horror/the-dead-walk-among-us,Horror,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-death-note-gambit,The Death Note Gambit,the-death-note-gambit,GitHub,campaign-ideas/Intrigue/the-death-note-gambit,Intrigue,Active/genre,,30,40,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-the-deep-cover-covenant,The Deep Cover Covenant,the-deep-cover-covenant,GitHub,campaign-ideas/Intrigue/the-deep-cover-covenant,Intrigue,Active/genre,,26,26,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-the-deep-hunters,The Deep Hunters,the-deep-hunters,GitHub,campaign-ideas/Horror/the-deep-hunters,Horror,Active/genre,,4,6,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-deepwater-cataclysm,The Deepwater Cataclysm,the-deepwater-cataclysm,GitHub,campaign-ideas/Horror/the-deepwater-cataclysm,Horror,Active/genre,,26,32,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-demon-barbers-revenge,The Demon Barbers Revenge,the-demon-barbers-revenge,GitHub,campaign-ideas/Horror/the-demon-barbers-revenge,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-demon-kings-shadow,The Demon Kings Shadow,the-demon-kings-shadow,GitHub,campaign-ideas/Completed/Fantasy/the-demon-kings-shadow,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-demon-kings-shadow,The Demon Kings Shadow,the-demon-kings-shadow,GitHub,campaign-ideas/Fantasy/the-demon-kings-shadow,Fantasy,Active/genre,,30,30,Long,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-the-depths-of-madness,The Depths Of Madness,the-depths-of-madness,GitHub,campaign-ideas/Horror/the-depths-of-madness,Horror,Active/genre,,25,25,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-derelict-dyson-sphere,The Derelict Dyson Sphere,the-derelict-dyson-sphere,GitHub,campaign-ideas/Sci-Fi/the-derelict-dyson-sphere,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-devils-bargain,The Devils Bargain,the-devils-bargain,GitHub,campaign-ideas/Completed/Fantasy/the-devils-bargain,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),43,Add/identify primary campaign document,Low
ir-the-devils-bargain,The Devils Bargain,the-devils-bargain,GitHub,campaign-ideas/Fantasy/the-devils-bargain,Fantasy,Active/genre,,30,30,Long,Original/clear,Exact-slug candidate (2 packages),57,Manual editorial review,Medium
ir-the-devils-doctor,The Devils Doctor,the-devils-doctor,GitHub,campaign-ideas/Intrigue/the-devils-doctor,Intrigue,Active/genre,,12,15,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-devils-herd,The Devils Herd,the-devils-herd,GitHub,campaign-ideas/Completed/Post-Apocalyptic/the-devils-herd,Post-Apocalyptic,Completed,,,,Unknown,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-diamond-underworld,The Diamond Underworld,the-diamond-underworld,GitHub,campaign-ideas/Intrigue/the-diamond-underworld,Intrigue,Active/genre,,7,9,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-divergence-protocol,The Divergence Protocol,the-divergence-protocol,GitHub,campaign-ideas/Sci-Fi/the-divergence-protocol,Sci-Fi,Active/genre,,10,13,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-divine-comedy-quest,The Divine Comedy Quest,the-divine-comedy-quest,GitHub,campaign-ideas/Fantasy/the-divine-comedy-quest,Fantasy,Active/genre,,6,8,Short,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-dominion-protocol,The Dominion Protocol,the-dominion-protocol,GitHub,campaign-ideas/Fantasy/the-dominion-protocol,Fantasy,Active/genre,,30,30,Long,Needs transformation,Unreviewed,40,Manual editorial review,Medium
ir-the-doorway-between-worlds,The Doorway Between Worlds,the-doorway-between-worlds,GitHub,campaign-ideas/Fantasy/the-doorway-between-worlds,Fantasy,Active/genre,,8,8,Short,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-dream-thieves-guild,The Dream Thieves Guild,the-dream-thieves-guild,GitHub,campaign-ideas/Sci-Fi/the-dream-thieves-guild,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-dreaming-city,The Dreaming City,the-dreaming-city,GitHub,campaign-ideas/Horror/the-dreaming-city,Horror,Active/genre,,25,25,Long,Original/clear,Unreviewed,55,Manual editorial review,Medium
ir-the-dreaming-throne,The Dreaming Throne,the-dreaming-throne,GitHub,campaign-ideas/Horror/the-dreaming-throne,Horror,Active/genre,,15,20,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-dreamscape-manifest,The Dreamscape Manifest,the-dreamscape-manifest,GitHub,campaign-ideas/Horror/the-dreamscape-manifest,Horror,Active/genre,,10,12,Medium,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-the-drowned-citadel,The Drowned Citadel,the-drowned-citadel,GitHub,campaign-ideas/Horror/the-drowned-citadel,Horror,Active/genre,,30,30,Long,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-drowning-bargain,The Drowning Bargain,the-drowning-bargain,GitHub,campaign-ideas/Horror/the-drowning-bargain,Horror,Active/genre,,12,16,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-drowning-world,The Drowning World,the-drowning-world,GitHub,campaign-ideas/Horror/the-drowning-world,Horror,Active/genre,,28,36,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-dude-abides,The Dude Abides,the-dude-abides,GitHub,campaign-ideas/Mystery/the-dude-abides,Mystery,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-dungeon-keepers-guild,The Dungeon Keepers Guild,the-dungeon-keepers-guild,GitHub,campaign-ideas/Sci-Fi/the-dungeon-keepers-guild,Sci-Fi,Active/genre,,8,10,Short,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-dungeon-weaver,The Dungeon Weaver,the-dungeon-weaver,GitHub,campaign-ideas/Horror/the-dungeon-weaver,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-dusty-gates-of-irkalla,The Dusty Gates Of Irkalla,the-dusty-gates-of-irkalla,GitHub,campaign-ideas/Horror/the-dusty-gates-of-irkalla,Horror,Active/genre,,14,18,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-eclipses-shadow,The Eclipses Shadow,the-eclipses-shadow,GitHub,campaign-ideas/Horror/the-eclipses-shadow,Horror,Active/genre,,15,18,Medium,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-elder-dragon-migration,The Elder Dragon Migration,the-elder-dragon-migration,GitHub,campaign-ideas/Sci-Fi/the-elder-dragon-migration,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-elder-dragons-awakening,The Elder Dragons Awakening,the-elder-dragons-awakening,GitHub,campaign-ideas/Horror/the-elder-dragons-awakening,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-eldritch-slip,The Eldritch Slip,the-eldritch-slip,GitHub,campaign-ideas/Horror/the-eldritch-slip,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,41,Manual editorial review,Medium
ir-the-elemental-concordance,The Elemental Concordance,the-elemental-concordance,GitHub,campaign-ideas/Horror/the-elemental-concordance,Horror,Active/genre,,10,12,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-ember-rebellion,The Ember Rebellion,the-ember-rebellion,GitHub,campaign-ideas/Sci-Fi/the-ember-rebellion,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-emerald-abyss,The Emerald Abyss,the-emerald-abyss,GitHub,campaign-ideas/Horror/the-emerald-abyss,Horror,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-emotion-manifold,The Emotion Manifold,the-emotion-manifold,GitHub,campaign-ideas/Horror/the-emotion-manifold,Horror,Active/genre,,8,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-emotionless-regime,The Emotionless Regime,the-emotionless-regime,GitHub,campaign-ideas/Sci-Fi/the-emotionless-regime,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-emperors-crucible,The Emperors Crucible,the-emperors-crucible,GitHub,campaign-ideas/Horror/the-emperors-crucible,Horror,Active/genre,,38,38,Epic,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-endless-azure,The Endless Azure,the-endless-azure,GitHub,campaign-ideas/Historical/the-endless-azure,Historical,Active/genre,,25,30,Long,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-endless-deluge,The Endless Deluge,the-endless-deluge,GitHub,campaign-ideas/Horror/the-endless-deluge,Horror,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-endless-delve,The Endless Delve,the-endless-delve,GitHub,campaign-ideas/Horror/the-endless-delve,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-endless-descent,The Endless Descent,the-endless-descent,GitHub,campaign-ideas/Horror/the-endless-descent,Horror,Active/genre,,14,17,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-endless-loop,The Endless Loop,the-endless-loop,GitHub,campaign-ideas/Horror/the-endless-loop,Horror,Active/genre,,7,8,Short,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-endless-simulation,The Endless Simulation,the-endless-simulation,GitHub,campaign-ideas/Mystery/the-endless-simulation,Mystery,Active/genre,,10,14,Medium,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-endless-storm,The Endless Storm,the-endless-storm,GitHub,campaign-ideas/Sci-Fi/the-endless-storm,Sci-Fi,Active/genre,,4,4,Short,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-the-endless-theater,The Endless Theater,the-endless-theater,GitHub,campaign-ideas/Sci-Fi/the-endless-theater,Sci-Fi,Active/genre,,29,29,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-endless-war-cycle,The Endless War Cycle,the-endless-war-cycle,GitHub,campaign-ideas/Sci-Fi/the-endless-war-cycle,Sci-Fi,Active/genre,,10,14,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-eternal-court-war,The Eternal Court War,the-eternal-court-war,GitHub,campaign-ideas/Completed/Post-Apocalyptic/the-eternal-court-war,Post-Apocalyptic,Completed,,,,Unknown,Original/clear,Unreviewed,67,Manual editorial review,Medium
ir-the-eternal-feast,The Eternal Feast,the-eternal-feast,GitHub,campaign-ideas/Completed/Intrigue/the-eternal-feast,Intrigue,Completed,,35,35,Long,Original/clear,Unreviewed,90,Manual editorial review,Medium
ir-the-eternal-flight,The Eternal Flight,the-eternal-flight,GitHub,campaign-ideas/Historical/the-eternal-flight,Historical,Active/genre,,30,30,Long,Original/clear,Unreviewed,60,Manual editorial review,Medium
ir-the-eternal-relay,The Eternal Relay,the-eternal-relay,GitHub,campaign-ideas/Fantasy/the-eternal-relay,Fantasy,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-eternal-return,The Eternal Return,the-eternal-return,GitHub,campaign-ideas/Horror/the-eternal-return,Horror,Active/genre,,28,28,Long,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-the-eternal-shores-of-tir-na-nog,The Eternal Shores Of Tir Na Nog,the-eternal-shores-of-tir-na-nog,GitHub,campaign-ideas/Sci-Fi/the-eternal-shores-of-tir-na-nog,Sci-Fi,Active/genre,,16,22,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-exiled-tales,The Exiled Tales,the-exiled-tales,GitHub,campaign-ideas/Mystery/the-exiled-tales,Mystery,Active/genre,,15,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-exodus-of-ash-and-ice,The Exodus Of Ash And Ice,the-exodus-of-ash-and-ice,GitHub,campaign-ideas/Completed/Post-Apocalyptic/the-exodus-of-ash-and-ice,Post-Apocalyptic,Completed,,,,Unknown,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-the-extinction-protocol,The Extinction Protocol,the-extinction-protocol,GitHub,campaign-ideas/Horror/the-extinction-protocol,Horror,Active/genre,,12,20,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-faceless-stalker,The Faceless Stalker,the-faceless-stalker,GitHub,campaign-ideas/Horror/the-faceless-stalker,Horror,Active/genre,,10,15,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-faction-protocol,The Faction Protocol,the-faction-protocol,GitHub,campaign-ideas/Sci-Fi/the-faction-protocol,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-the-fading-weave,The Fading Weave,the-fading-weave,GitHub,campaign-ideas/Sci-Fi/the-fading-weave,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-falling-star,The Falling Star,the-falling-star,GitHub,campaign-ideas/Horror/the-falling-star,Horror,Active/genre,,30,40,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-fauns-labyrinth,The Fauns Labyrinth,the-fauns-labyrinth,GitHub,campaign-ideas/Horror/the-fauns-labyrinth,Horror,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-felidae-conspiracy,The Felidae Conspiracy,the-felidae-conspiracy,GitHub,campaign-ideas/Sci-Fi/the-felidae-conspiracy,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,44,Manual editorial review,Medium
ir-the-fever-of-the-world,The Fever Of The World,the-fever-of-the-world,GitHub,campaign-ideas/Completed/Post-Apocalyptic/the-fever-of-the-world,Post-Apocalyptic,Completed,,,,Unknown,Original/clear,Unreviewed,66,Manual editorial review,Medium
ir-the-final-chapter,The Final Chapter,the-final-chapter,GitHub,campaign-ideas/Sci-Fi/the-final-chapter,Sci-Fi,Active/genre,,28,28,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-final-examination,The Final Examination,the-final-examination,GitHub,campaign-ideas/Horror/the-final-examination,Horror,Active/genre,,8,10,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-first-temple,The First Temple,the-first-temple,GitHub,campaign-ideas/Horror/the-first-temple,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,44,Manual editorial review,Medium
ir-the-five-serpents-revenge,The Five Serpents Revenge,the-five-serpents-revenge,GitHub,campaign-ideas/Mystery/the-five-serpents-revenge,Mystery,Active/genre,,6,8,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-flashpoint-paradox,The Flashpoint Paradox,the-flashpoint-paradox,GitHub,campaign-ideas/Horror/the-flashpoint-paradox,Horror,Active/genre,,,,Unknown,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-flesh-weavers-lament,The Flesh Weavers Lament,the-flesh-weavers-lament,GitHub,campaign-ideas/Horror/the-flesh-weavers-lament,Horror,Active/genre,,10,12,Medium,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-the-floating-fortress,The Floating Fortress,the-floating-fortress,GitHub,campaign-ideas/Horror/the-floating-fortress,Horror,Active/genre,,7,8,Short,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-the-fools-journey,The Fools Journey,the-fools-journey,GitHub,campaign-ideas/Horror/the-fools-journey,Horror,Active/genre,,40,40,Epic,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-forest-giant,The Forest Giant,the-forest-giant,GitHub,campaign-ideas/Mystery/the-forest-giant,Mystery,Active/genre,,10,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-forgotten-assassin,The Forgotten Assassin,the-forgotten-assassin,GitHub,campaign-ideas/Horror/the-forgotten-assassin,Horror,Active/genre,,12,16,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-forgotten-huntress,The Forgotten Huntress,the-forgotten-huntress,GitHub,campaign-ideas/Sci-Fi/the-forgotten-huntress,Sci-Fi,Active/genre,,9,11,Medium,Needs transformation,Unreviewed,49,Manual editorial review,Medium
ir-the-forgotten-shelf,The Forgotten Shelf,the-forgotten-shelf,GitHub,campaign-ideas/Horror/the-forgotten-shelf,Horror,Active/genre,,20,20,Medium,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-fungal-frontier,The Fungal Frontier,the-fungal-frontier,GitHub,campaign-ideas/Horror/the-fungal-frontier,Horror,Active/genre,,18,24,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-the-game-of-faces,The Game Of Faces,the-game-of-faces,GitHub,campaign-ideas/Horror/the-game-of-faces,Horror,Active/genre,,18,25,Long,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-generational-crown,The Generational Crown,the-generational-crown,GitHub,campaign-ideas/Mystery/the-generational-crown,Mystery,Active/genre,,25,30,Long,Original/clear,Unreviewed,65,Manual editorial review,Medium
ir-the-geometric-metropolis,The Geometric Metropolis,the-geometric-metropolis,GitHub,campaign-ideas/Sci-Fi/the-geometric-metropolis,Sci-Fi,Active/genre,,12,16,Medium,Original/clear,Unreviewed,54,Manual editorial review,Medium
ir-the-ghost-in-the-machine,The Ghost In The Machine,the-ghost-in-the-machine,GitHub,campaign-ideas/Sci-Fi/the-ghost-in-the-machine,Sci-Fi,Active/genre,,15,22,Medium,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-the-ghost-of-midgard,The Ghost Of Midgard,the-ghost-of-midgard,GitHub,campaign-ideas/Completed/Fantasy/the-ghost-of-midgard,Fantasy,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-the-gilded-blight,The Gilded Blight,the-gilded-blight,GitHub,campaign-ideas/Sci-Fi/the-gilded-blight,Sci-Fi,Active/genre,,6,8,Short,Original/clear,Unreviewed,63,Manual editorial review,Medium
ir-the-gilded-cage-of-automata,The Gilded Cage Of Automata,the-gilded-cage-of-automata,GitHub,campaign-ideas/Sci-Fi/the-gilded-cage-of-automata,Sci-Fi,Active/genre,,10,12,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-the-gingerbread-grave,The Gingerbread Grave,the-gingerbread-grave,GitHub,campaign-ideas/Horror/the-gingerbread-grave,Horror,Active/genre,,12,16,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
